"分類: NDC","棚番号-段","タイトル","編著者","発行者","発行年","言語","注記：原著名／仮訳、ISBN等","貴重書","タグ"
"216","08-4","畿内見物　　(京都之巻, 大和之巻, 大阪之巻）","絵: 浅井 忠, 中澤 弘光,  文: 高安 月郊, 与謝野 晶子, 上田 敏 等","金尾文淵堂","1911-1912(明治44-45)","","布帙入(３冊共箱入り）","",""
"222","08-4","いはゆる秋月筆揚子江圖卷について","加藤 繁 著","東京美術研究所","1939(昭和14.11)","","雑誌「画説」第35号p967～987抜刷","",""
"472.9132","08-4","日光並木杉に関する研究       (宇都宮大学農学部学術報告特輯  第8号)","鈴木 丙馬 著","宇都宮大学農学部","1961.03","","","",""
"629.222","08-4","台湾の山林：臺灣國立公園號","台湾国立公園協会","台湾山林会(台北)","1936.7(昭和11.7）","","雑誌, 「台湾山林会報」の改題","",""
"291","08-4","河及湖沢  (山水叢書)","志賀 重昂 著","政教社","1897(明治30.4)","","第４版","",""
"","","","","","","","","",""
"","","","","","","","","",""
"629.21","08-5","日本真景画譜","山田 松溪 画","青木恒三郎、青木嵩山堂出版","1893.5","","著者名は目首による表紙に「青木嵩山堂出版」とあり","",""
"629.21","08-5","山水図式　初心画譜","**","銕崎瑞章堂(大阪市)","1896(明治29.3)","","","",""
"629.21","08-5","名山絵伝？（蛇腹状）","","","","","","",""
"213.6","08-5","新撰東京名所図会　第1,2編　上の公園乃部 上･下","**","東陽堂支店","1896(明治29.9, 29.12)","","51〜53編","",""
"629.21","08-5","小石川後楽園紀  （造兵彙報第15巻第8号別冊附録）","","陸軍造兵廠","1937(昭和2)？","","","",""
"289.1","08-5","詩仙堂記","石川 瑞達 著","詩仙堂 (修学院村京都府)","1923(大正12.4)","","再版","",""
"211","08-5","五稜郭史","片上 楽天 編","懐菖館(函館)","1921(大正10.9)","","","",""
"629.21","08-5","頤和園簡明図説","北平市管理頤和園事務所 編製","","","","","",""
"629.21","08-5","浴恩園之圖ニ就テ　（築地、松平子爵家所蔵園）","**","水路部？","1933(昭和8.9)","","","",""
"620","08-5","園藝考 (園芸考) 　全","横井 時冬 著, 	小杉 榲邨 校閲","大八洲學會(学会)","1889(明治22.12)","","","",""
"629.21","08-5","御浜御庭乃記（甲子夜話巻95､100、甲府日記の写し？）","**","**","1948(昭和23.6)","","","",""
"629.21","08-5","純正日本庭園解説","杉本 文太郎 著","工友社","1913(大正2.4)","","国文館書店（東京市）、井上一書堂（大阪市）","",""
"","","","","","","","","",""
"","08-5","鳳闕見聞図説  1冊(3巻合本)","源宗隆","**","1897(明治30)","","奥書に「明治参拾年十月二十日冩了 納于南葵文庫(原本上下二巻今合為一)重章識」とあり","",""
"","","","","","","","","",""
"","08-5","内裏の図、庭園あり　（折畳式、カラー、表紙あり）","","","","","","",""
"","08-5","内裏の図、庭園あり　（折畳式、カラー、表紙あり）","","","","","","",""
"","08-5","改新　内裏図　（折畳式、カラー、表紙あり）","山岡 恭安  画","野田藤八（京都）","1802(享和2)","","","",""
"288.4","08-5","御所沿革史料図譜","京都史蹟会 編","京都史蹟会 	","1914(大正3)","","","",""
"","08-5","城郭図, タイトル不明（4枚、布帙入り）","**","**","","","","",""
"517","08-5","箱根疏水隧道開鑿の由来","沼田 頼輔 著","箱根振興会内箱根疏水隧道 開鑿者表彰会(塔ノ沢 (神奈川県))","1928(昭和3)","","","",""
"","","","","","","","","",""
"","08-5","〔江戸切絵図〕 外桜田永田町絵図 　（折畳式、カラー、表紙あり）","景山 致恭, 戸松 昌訓, 井山 能知 編","尾張屋清七（麹町）","1849-1862(嘉永2ｰ文久2)刊","","","","#江戸べらぼう"
"","","","","","","","","",""
"","08-5","〔江戸切絵図〕 東都麻布之繪圖　全　(表紙あり、シリーズ名 [江戸切絵図])","戸松昌訓 圖　(江戸時代末期)","出版社：尾張屋清七[江戸]
","1861(文久1)","","","","#江戸べらぼう"
"480.76","08-5","象志　（１冊）","**","梅英軒（京都）
共同刊行:壽陽堂(京都) ","1729[享保14]","","","","#江戸べらぼう"
"480.76","08-5","京都市立記念動物園案内 　ー両陛下銀婚御儀奉祝紀念 ー","京都市岡崎公園　京都市立記念動物園 編纂","京都、近藤準一","1925(大正14.4)","","","",""
"480.76","08-5","動物園　（『少年世界』定期増刊　第8巻第6號）","**","博文館","1895（明治28.10.6)","","象の絵あり","",""
"480.76","08-5","動物二千六百年史","大坂市立動物園","大坂市立動物園","1941(昭和16.5)","","","",""
"","","","","","","","","",""
"291","08-5","名勝調査報告　第3輯","文部省 編","文部省","1937(昭和12)","","","",""
"216.2","08-5","天橋立秘帖　(史実と伝説集 2)"," 丹後伝説研究会 編, 表紙画：曽根 好忠","丹後伝説研究会(京都府宮津市)","1976.5","","","",""
"291.62","08-5","改訂　天橋立","長濱 宇平 著述","六松堂(京都府与謝郡吉津村)","1931.5","","","",""
"629.4193","08-5","西海国立公園候補地基本調書","長崎県商工部観光課編","長崎県","1953(昭和28.8)","","","",""
"652","08-5","小笠原島ノ概況及森林","東京府小笠原島庁 編","東京府小笠原島庁(小笠原村(東京府))","1914(大正3.3)","","","","#小笠原"
"","08-5","無人島之圖　附録　無人嶋大小八十余山之図　（「三國通覽圖説」付５舗の１、帙）","仙臺　林 子平  図","須原屋市兵衛梓（東都）","1785(天明5)","","","","#江戸べらぼう"
"292.24","08-5","台湾中央山脈横断記","賀田 直治 著","拓殖新報社(東京市)","1914(大正3.9)","","","",""
"291.369","08-5","小笠原群嶋之圖 　　銅版　一舗","内務省地理局","内務省地理局測量課","1883.4(明治16)","","","","#小笠原"
"","08-5","京城案内（付：京城府略圖 ）","吉村　傳　著作","朝鮮博覧會京城協賛會","1929.9","","","",""
"629.21","08-5","中世庭園文化史 : 大乗院庭園の研究　　(奈良国立文化財研究所学報  第6冊)","森 蘊 著","奈良国立文化財研究所","1959.2","","","",""
"291.09","08-5","日本名所圖繪：内國旅行　巻之1　五畿内之部","上田 維暁 編輯、上田 文齋 著、青木恒三郎 校閲","青木嵩山堂 (大阪)","1890(明治23.12)増補再販","","","",""
"291.09","08-5","日本名所圖繪：内國旅行　巻之2　東海道之部　","上田 維暁 編輯、上田 文齋 著、青木恒三郎 校閲","青木嵩山堂 (大阪)","1889(明治22.1)","","","",""
"291.09","08-5","日本名所圖繪：内國旅行　巻之3　東海道之續-増補版","上田 維暁 編輯、上田 文齋 著、青木恒三郎 校閲","青木嵩山堂 (大阪)","1889(明治22.4)","","","",""
"291.09","08-5","日本名所圖繪：内國旅行　巻之4　東山道之部","上田 維暁 編輯、上田 文齋 著、青木恒三郎 校閲","青木嵩山堂 (大阪)","1889(明治22.8)","","","",""
"291.09","08-5","日本名所圖繪：内國旅行　巻之5　陸前・陸中・陸奥・北海道・北陸道之部","上田 維暁 編輯、上田 文齋 著、青木恒三郎 校閲","青木嵩山堂 (大阪)","1889(明治22.11)","","","",""
"291.09","08-5","日本名所圖繪：内國旅行　巻之6　山陽道・山陰道之部","上田 維暁 編輯、上田 文齋 著、青木恒三郎 校閲","青木嵩山堂 (大阪)","1890(明治23.4)","","","",""
"291.09","08-5","日本名所圖繪：内國旅行　巻之7　南海道及西海道之部","上田 維暁 編輯、上田 文齋 著、青木恒三郎 校閲","青木嵩山堂 (大阪)","1890(明治23.8)","","","",""
"629.21","08-5","雑誌「庭園」","執筆者：田村剛、岡崎文彬ほか","日本庭園協会","1936.10","","第18巻10号","",""
"629.21","08-5","雑誌「日本庭園」　　（第1号～第8号)","京都林泉協会 監, 執筆者：重森 三玲・重森 完途, 田村 剛, 中根 金作, 平野 侃三","林泉刊行会→庭園刊行会(京都)","1956.9～1958.1","","1号～8号、欠号：７号","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","08-6","佐渡金銀鉱山採鉱図（巻物, 約10m)","**","**","","","巻物１巻, 日本画","貴重書",""
"","08-6","文化十年象の図及び資料（大小巻物１巻づつ）","**","**","1813(文化10年)","","巻物（２巻）","貴重書","#江戸べらぼう"
"","08-6","牛の絵","","","","","丑年生まれの名誉会長に五牛の絵の巻物","",""
"291.99","08-6","沖縄志　一名 琉球志 1～5　(和装, 布帙)","伊地知貞馨 著　(1826-1887). 重野安 繹校","石川治兵衛 (東京)
 印記: 亀田蔵書 ","1877(明治10.3)","","5冊","貴重書",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"519.85","08-7","図説　生活環境と緑の機能
Plants/People and Environmental Quality","編集: 米国内務省国立公園局, (財)米国造園家協会 / ギャリー・O.ロビネッテイ(Gary O. Robinette)著, 訳者: 三澤 彰, 山本 正之","(株)産業技術センター","1978.7","","","",""
"629","08-7","スケープテクチュア : 明日の造園学","江山 正美 著","鹿島出版会","1977.3","","江山 正美, 1906-1978","",""
"629","08-7","造園の計画と設計","戸野 琢磨 著","鹿島出版会","1970.6","","","",""
"629.1","08-7","景観論","藤沢 和 著","あまのはしだて出版(宮津)","1994.9","","","",""
"290.13","08-7","新訂　景観を考える","浮田 展良 編","大明堂","1988","","","",""
"629","08-7","景観設計への歩み : 久保貞論文集","久保 貞 著,  久保貞教授退官記念事業会 編","久保貞教授退官記念事業会(堺)","1986.3","","非売品","",""
"291.019","08-7","景観の構造 : ランドスケープとしての日本の空間","樋口 忠彦 著","技報堂","1975","","","",""
"629.21","08-7","日本文化としての庭園 : 様式と本質","丹羽 鼎三 著, 編者: 丹羽鼎三記念出版会 ","誠文堂新光社","1968","","","",""
"629","08-7","公園史と風景論 : 小寺駿吉論文集","小寺 駿吉 著, 千葉大学園芸学部造園学科風景計画論研究室 編","千葉大学園芸学部造園学科風景計画論研究室","1976.2","","","",""
"629","08-7","この目で見た造園発達史","上原 敬二 著","「この目で見た造園発達史」刊行会","1983.12","","","",""
"629","08-7","日本のランドスケープアーキテクト　原熈の足跡","佐藤  昌 著","長谷木","2001.4","","非売品","",""
"629","08-7","緑地","岡崎 文彬 著","日本林業技術協会","1979","","","",""
"629.25","08-7","庭石と石組      (ガーデン・シリーズ  第2)","上原 敬二 著","加島書店","1958","","","",""
"629.7","08-7","図解 生垣・垣根のすべて      (ガーデンライフ 庭と樹木選書)","岡崎 文彬 編","誠文堂新光社","1975","","岡崎 文彬, 1908-1995","",""
"629.7","08-7","図解花壇の設計","近藤竜雄 著","加島書店","1959","","","",""
"783.8","08-7","佐藤昌が見た世界のゴルフコース発達史　ー日本ゴルフ伝来100年記念出版","佐藤  昌 著, 監修:三品 智加良","インタラクション/環境緑化新聞社","2001.12","","","",""
"","","","","","","","","",""
"629.4","08-7","大井道夫著作集","大野道夫著作集刊行会","大野道夫著作集刊行会","2007.12","","","",""
"629.3","08-7","公園文化の歴史：公園文化を築いた人々","佐藤 昌 著（日本造園修景協会会長）","日本造園修景協会　","1985?","","","",""
"518.85","08-7","日本の公園緑地120年の歩み　","佐藤 昌 著","日本公園緑地協会公園緑地協会名誉会長","1993.10","","","",""
"518.85","08-7","第2のふるさと 武蔵野のエコランドスケープ70年 : 美しい緑と美味しい水の保全","田畑 貞寿 著","ぶんしん出版","2023.8","","ISBN:9784893902054","",""
"","","","","","","","","",""
"289.1","08-7","佐藤昌と近代公園緑地の歩み","佐藤 昌 著, 環境緑化新聞社 編","日本公園緑地協会","1991.6","","","",""
"290.9","08-7","五線紙 : 京大退官記念随筆集","岡崎　文彬 著","岡崎文彬 (京都)","1972"," ","非売品","",""
"629.2","08-7","名園のはなし","岡崎 文彬 著","同朋舎出版 (京都)","1985.12","","","",""
"629","08-7","談話室の造園学","上原 敬二 著 ","技報堂出版","1979.5","","上原 敬二 (1889-1981)","",""
"","","","","","","","","",""
"627.038","08-7","サッペン：「花と庭」随想集   No.2
　(サに゜, ドイツ語Zapfen(松ぼっくり))","上原 敬二 著","東京農業大学社会通信教育部","","","文部省認定通信教育","",""
"629.253","08-7","フレデリック・ロー・オームステッド : その一生と業績","佐藤 昌 著","日本造園修景協会","1980.4","","Olmsted, Frederick Law, 1822-1903 ","",""
"291","08-7","Protected Areas of the World : a review of national systems.   Vol.1　Indomalaya, Oceania, Australia, and Antarctic","    ""Compiled by the World Conservation Monitoring Centre in collaboration with the IUCN Commission on National Parks and Protected Areas for the IVth World Congress on National Parks and Protected Areas, Caracas, Venezuela, 10-21 February 1992.""","IUCN","1991.11","英語","2831700906 (v. 1)
2831700914 (v. 2)
2831700922 (v. 3)
2831700930 (v. 4)","",""
